"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"15","03","UP","0315SL021",,,"","","15","03","UP","0315SL021",,"","15","03","31",3.00,5.00,"PM","01",0.00,0.00,0.00,0.00,"","SPARTA","51.5","17",72.00,"2","1","001","R","CGMW","2",6336.00,"1","Y","MAIN TRACK","1","2.7","1","NORX","008020","119","Y","","","000","",2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,93.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,36453.00,22644.00,"H607","",0.00,0.00,0.00,0.00,"H607","1","1","001",59097.00,,"17C157",0.00,"000000",0.00,"1","0","1","0","04","50","04","50","1","4",,"1L",,"","",132.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"RANDOLPH","157","00","00","","N","CWR",,"CWFGM-31 RAN THROUGH THE SPARTA SUB MAIN TRACK SWITCH AT GATEWAY MAIN AND THEN SHOVED BACK OVER THE","SWITCH, DERAILING 5 LOADED CARS.","","","","","","","","","","","","","","0",38.16,-89.64,"2","2","P","","","SPARTA SUB"
,"15","03","BNSF","TC0315108",,,"","","15","03","BNSF","TC0315108",,"","15","03","07",9.00,0.00,"AM","12",0.00,0.00,0.00,0.00,"","MINNEAPOLIS","","27",30.00,"2","1","010","E","YNTW","4",0.00,"7","Y","2008","1","","2","BNSF","451015","001","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48200.00,0.00,"M407","",0.00,0.00,0.00,0.00,"M407","2","1","010",48200.00,,"27C053",0.00,"000000",0.00,"0","0","1","1","","","10","30","1","4",,"1L",,"","",175.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"HENNEPIN","053","","","","N","OTH",,"RCO Y-NTW3002-06 HAD 2 RAILCARS IMPACT EACH DURING HUMPING OPERATIONS DUE TO AN AUTOMATIC HUMP RETAR","DER FAILURE TO SUFFICIENTLY SLOW CAR. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3",45.03,-93.27,"2","5","Z","","","STAPLES"
,"15","03","BNSF","TC0315110",,,"","","15","03","BNSF","TC0315110",,"","15","03","08",4.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"","MINNEAPOLIS","","27",30.00,"4","1","008","E","YNTW","4",0.00,"7","Y","3011","1","","2","FURX","830122","014","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,33473.00,254600.00,"T206","",0.00,0.00,0.00,0.00,"T206","2","1","008",288073.00,,"27C053",0.00,"000000",0.00,"2","0","2","1","06","","06","","1","4",,"1L",,"","",147.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"HENNEPIN","053","00","00","","N","CWR",,"Y-NTW3061-07 DERAILED 4 CARS WHILE SHOVING TRACK 3011 DUE TO DEFECTIVE TRACK OR MISSING SPIKE, RAIL","FASTENERS NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",45.01,-93.26,"1","5","Z","","","STAPLES"
,"15","03","BNSF","TC0315116",,,"","","15","03","BNSF","TC0315116",,"","15","03","13",10.00,55.00,"AM","01",0.00,0.00,0.00,0.00,"","BROOKSTON","53.4","27",45.00,"2","1","040","E","UBRM","3",22107.00,"1","Y","SINGLE MAIN TRACK","4","35.94","1","BNSF","005344","001","","BN","099178","159","Y",2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6500.00,13000.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","4","040",19500.00,,"27C137",0.00,"000000",0.00,"1","0","1","0","07","55","07","55","1","4",,"1L",,"","",135.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"ST LOUIS","137","","","","N","CWR",,"U-BRMALL0-99 DERAILED 1 RAILCAR ON SINGLE MAIN TRACK DUE TO CAR JOURNAL FAILURE FROM OVERHEATING. NO","HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",46.82,-92.55,"1","1","Q","","","LAKES"
,"15","01","NCRC","OP011515",,,"","","15","01","ZVLQ","INDUSTRY",,"","15","01","15",10.00,10.00,"PM","01",14.00,1.00,0.00,0.00,"","ALBION","","31",30.00,"4","1","005","E","UEOE","3",12000.00,"7","Y","ALB713","X","","4","UP","007912","003","N","","","000","",3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,25000.00,20000.00,"T314","",0.00,0.00,0.00,0.00,"T314","4","X","005",45000.00,,"31C011",0.00,"000000",0.00,"1","0","1","0","06","10","06","10","1","6",,"3L",,"SYSTEM","",415.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"BOONE","011","","","","N","OTH",,"NCRC CREW WAS SHOVING 14 LOADED CARS INTO VALERO INDUSTRY TRACK-AL713.  LOCOMOTIVE (UP7912) RODE UP","ON WORN SWITCH POINT & LOCOMOTIVE DERAILED ALL 6 AXLES & LOADED CAR (NATX303913), FIRST CAR BEHIND P","OWER, DERAILED ONE TRUCK.  THERE WAS TRACK DAMAGE & LOCOMOTIVE DAMAGE.  THERE WAS NO DAMAGE TO CAR.","DAMAGES ARE VALERO RESPONSIBILITY AS THE  DERAIL OCCURRED ON THEIR PROPERTY OF WHICH VALERO'S MAINT","AINS THE TRACK.","","","","","","","","","","","0",41.67,-97.98,"2","5","","","","ALBION"
,"15","01","CSX","000140278",,,"","","15","01","CSX","000140278",,"","15","01","19",9.00,20.00,"AM","04",0.00,0.00,0.00,0.00,"","NEW ORLEANS","0801.0","22",66.00,"2","1","004","E","","1",0.00,"5","N","S25","1","0000.0","2","XOMX","720026","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,463.00,0.00,"H399","",0.00,0.00,0.00,0.00,"H399","2","1","004",15440.00,,"22C071",0.00,"000000",0.00,"0","0","0","0","","","","","3","5",,"1L",,"","",1249.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"ORLEANS","071","","","","N","OTH",,"Y10319 WAS INSTRUCTED TO PULL TRACK S09 AND DOUBLE IT OVER TO RD1, R1A TO SPOT IT FOR GROUND AIR ON","THE NORTH END OF RD1. AFTER PULLING SOUTH WITH S09 AND CLEARING THE S09 SWITCH, Y103 FOREMAN USED TH","E REMOTE CONTROL AND PREPROGRAMMED LIST IN THE COMPUTER TO LINE THE SWITCHES FOR S23. THE FOREMAN TH","EN INSTRUCTED THE Y103 ENGINEER TO SHOVE NORTH AND STOPPED THE LEADING END OF THE MOVEMENT AT THE S1","9 SWITCH. ONCE STOPPED, Y103 FOREMAN WALKED DOWN THE LEAD TO THE CUTOFF SWITCH AND LINED IT BY HAND","FOR CROSSOVER MOVEMENT. VERIFICATION BY THE VIDEO SHOWS THE FOREMAN CHECKING THE SWITCH POINTS WERE","IN PROPER POSITION AND LINED FOR HIS MOVEMENT. THE Y103 FOREMAN THEN LINED THE S23 SWITCH FOR CROSSO","VER MOVEMENT TO S25 TO CORRESPOND WITH THE CUTOFF SWITCH. AFTER LINING THE CORRESPONDING SWITCHES FO","R HIS MOVEMENT, THE Y103 FOREMAN THEN PROCEEDED TO WALK NORTH TO LINE THE RDX CROSSOVER FOR HIS MOVE","MENT TO RD1,R1A. THE Y103 FOREMAN INSTRUCTED THE ENGINEER TO SHOVE NORTH. AS THE LEADING CAR OF THE","MOVEMENT, GATX 24709 MOVED NORTH AND TRAVERSED THE S23 SWITCH, THE LEADING END OF THE CAR WENT DOWN","S25 WHILE THE TRAILING END OF THE CAR WENT DOWN S23. GATX 24709 MADE CONTACT WITH XOMX 72002 RESULTI","NG IN THE SIDESWIPE AND DERAILMENT OF GATX 24709.","","","0",30.00,-90.01,"2","5","","","","NO & M"
,"15","02","BNSF","MT0215104",,,"","","15","02","BNSF","MT0215104",,"","15","02","16",2.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"","GREAT FALLS","","30",25.00,"4","6","005","R","YGRF","4",1829.00,"1","Y","150","1","","2","BNSF","495911","054","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,8936.00,500.00,"H307","H702",0.00,0.00,0.00,0.00,"H307","2","1","005",9436.00,,"30C013",0.00,"000000",0.00,"1","0","2","1","04","","04","","1","8",,"1L",,"","",157.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"CASCADE","013","00","00","","N","OTH",,"Y-GRF3011-15 DERAILED 5 RAILS IN YARD TRACK 150 DUE TO FAILURE TO CONTROL SHOVE MOVE RESULTING IN A","RUN THROUGH SWITCH. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",47.50,-111.30,"2","5","Z","","","GREAT FALLS"
,"15","01","UP","0115LK001",,,"","","15","01","UP","0115LK001",,"","15","01","05",8.00,30.00,"AM","05",6.00,0.00,0.00,0.00,"","PINE BLUFF","265.0","05",30.00,"2","2","004","R","YPB3","4",1772.00,"7","Y","LONG LEAD","1","","2","UP","000824","001","","","","000","",2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,13.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8241.00,0.00,"H607","",0.00,0.00,0.00,0.00,"H607","2","1","004",15304.00,,"05C069",0.00,"000000",0.00,"1","0","1","1","10","","10","","3","5",,"1L",,"","",733.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","069","00","00","","N","OTH",,"THE YPB04R-05 WAS MOVING DOWN THE LEAD TOWARD BOWL 5 TRACK AND WAS LINED FOR THEIR MOVEMENT TO THE M","IDDLE LEAD AND HAD STOPPED SHORT WITH THE UP709 & UP9988 AND GOT OFF TO LINE THE SWITCH WHICH WAS FR","OZEN UP.  DURING THE SAME TIME THE YPB39-04 WAS PULLING A CUT OUT OF BOWL 24 ON THE LONG LEAD HEADED","TOWARD THE SAME LEAD THE YPB04R-05 WAS STOPPED ON.  THEY REACHED A STEADY PULL UP TO 4.2 MPH AND IN","THROTTLE 2.  THE ENGINEER WAS TOLD TO TAKE THEM AHEAD WITH A 6 CAR COUNT TO 3 AND THEN WAS STOPPED","WITH THE IMPACT OF THE ENGINES ON THE LEAD MOVING A TOTAL OF 1099 FEET FROM WHERE THEY WERE STOPPED","BEFORE TO THEM BEING STOPPED BY THE IMPACT.  THE ENGINEER THEN PUT ON FULL INDEPENDENT AND PLACED TH","E AIR INTO EMERGENCY.  DERAILMENT","","","","","","","","0",34.23,-91.95,"2","5","K","","","PINE BLUFF SUB"
,"15","01","UP","0115LK011",,,"","","15","01","UP","0115LK011",,"","15","01","17",5.00,20.00,"PM","01",0.00,0.00,0.00,0.00,"","RISON","289.2","05",47.00,"3","1","038","R","WMAS","4",9108.00,"4","Y","MAIN LINE","4","59.1","1","HZGX","007008","024","Y","HZGX","007008","024","Y",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,467906.00,238738.00,"E61C","",0.00,0.00,0.00,0.00,"E61C","1","4","038",706644.00,,"05C025",0.00,"000000",0.00,"1","0","1","0","01","50","01","50","1","5",,"1L",,"","",86.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"CLEVELAND","025","","","","N","CWR",,"WMASPZ-16 DERAILED 24 CARS AT RISON DUE TO BROKEN WHEEL ON A CAR HZGX7008.  DERAILMENT","","","","","","","","","","","","","","","0",33.96,-92.18,"1","1","Q","","","PINE BLUFF SUB"
,"15","01","UP","0115LK020",,,"","","15","01","UP","0115LK020",,"","15","01","24",8.00,11.00,"AM","01",0.00,0.00,0.00,0.00,"","TEXARKANA","0.18","05",31.00,"2","2","006","R","YTX2","1",568.00,"7","Y","MIDDLE LEAD","1","","2","WW","003180","004","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1108.00,12216.00,"T219","",0.00,0.00,0.00,0.00,"T219","2","1","006",13324.00,,"05C091",0.00,"000000",0.00,"1","0","1","1","02","41","02","41","1","5",,"1L",,"","",506.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"MILLER","091","","","","N","OTH",,"YTX22X-24 WAS SWITCHING 10 RAIL BACK SIDE CARS.  THEY THEN SWAPPED TO THE MIDDLE LEAD AND PULLED DOW","N THE MIDDLE LEAD WITH 5 CARS.  THEY WERE IN THE PROCESS OF KICKING 1 CAR INTO TRACK 9, AND HAD KICK","ED 3 CARS AND THEN 1 CAR INTO 9 RAIL.  WHEN THE WW3180, A LOADED FRAC SAND CAR GOT ON TOP OF THE HIG","H SIDE RAIL, ALLOWING THE LOW SIDE TO FALL INSIDE THE RAIL.  CAUSE HAD BEEN DETERMINED TO BE DUE TO","JOINT BARS ON HIGH AND LOW SIDES IN A 3 FOOT 8 INCH TURNOUT, CAUSING WHEEL TO CLIMB HIGH SIDE.  DERA","ILMENT","","","","","","","","","","0",33.41,-94.03,"2","5","","","","LITTLE ROCK SUB"
,"15","02","WC","841815",,,"","","15","02","WC","841815",,"","15","02","25",2.00,53.00,"AM","01",6.00,3.00,0.00,0.00,"","COTTON","39.50","27",-11.00,"4","1","024","R","A438","2",10646.00,"1","Y","SINGLE MAIN","4","52.81","1","CCBX","073445","004","Y","","","000","",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,0.00,33.00,0.00,0.00,11.00,0.00,4.00,0.00,0.00,782224.00,339954.00,"T207","",0.00,0.00,0.00,0.00,"T207","1","4","024",1122178.00,,"27C137",0.00,"000000",0.00,"1","0","1","0","06","53","06","53","1","4",,"3L",,"","",300.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"ST LOUIS","137","00","00","","N","CWR",,"A43841-24 WAS  TRAVELING SOUTH AT 24 MPH ON MAIN TRACK WHEN THE TRAIN WENT INTO EMERGENCY.  CREW STO","PPED THE TRAIN AND FOUND THAT 15 CARS HAD DERAILED DUE TO BROKEN RAIL.THREE OF THE CARS WERE LOADED","HAZARDOUS CARS BUT THERE WERE NO LEAKS OR EXPOSURES FOURTEEN OF THE DERAILED CARS WILL BE DESTROYED.","","","","","","","","","","","","","0",47.08,-92.34,"2","2","P","","","RAINY DWP"
,"15","02","IC","839947",,,"","","15","02","IC","839947",,"","15","02","05",4.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"","TRIMBLE","300.20","47",50.00,"2","1","042","R","L508","1",4193.00,"1","Y","SINGLE MIAN","4","49.23","1","SAMX","011692","010","Y","SAMX","011692","010","Y",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6000.00,395364.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","4","042",401364.00,,"47C131",0.00,"000000",0.00,"1","0","1","1","09","20","09","20","1","3",,"1L",,"","",333.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"OBION","131","","","","N","CWR",,"L50871-05 WAS TRAVELING NORTH ON SINGLE MAIN LINE TRACK WHEN THE CREW NOTICED SAMX 11692 WAS DERAILE","D WHILE GOING AROUND A CURVE 297.5.  INVESTIGATION FOUND THAT THE CAR HAD INITIALLY DERAILED AT MP 3","00.2 JUST SOUTH OF SOUTH TRIMBLE DUE TO A BROKEN AXLE.  THERE WAS APPROXIMATELY 2.7 MILES OF TRACK D","AMAGED ALONG WITH A POWER SWITCH.","","","","","","","","","","","","0",36.20,-89.19,"1","1","Q","","","FULTON"
,"15","03","UP","0315PD002",,,"","","15","03","UP","0315PD002",,"","15","03","02",8.00,36.00,"AM","01",3.00,2.00,0.00,0.00,"","MEACHAM","262.25","41",25.00,"2","2","017","E","MPCH","4",7239.00,"1","Y","SINGLE MAIN","4","55.1","1","UTLX","642455","077","Y","","","000","",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,54.00,0.00,0.00,4.00,0.00,6.00,0.00,0.00,531288.00,333902.00,"T101","",0.00,0.00,0.00,0.00,"T101","1","4","017",865190.00,,"41C059",0.00,"000000",0.00,"1","0","1","0","04","30","04","30","1","8",,"1L",,"","",55.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"UMATILLA","059","","00","","N","CWR",,"THE MPCHK-01 DERAILED 10 CARS DUE TO CROSS LEVEL TRACK.","","","","","","","","","","","","","","","0",45.52,-118.38,"1","1","Q","","","LA GRANDE SUB"
,"15","03","BAYL","BAY674615",,,"","","15","03","BAYL","BAY674615",,"","15","03","21",9.00,8.00,"AM","01",0.00,0.00,0.00,0.00,"","PANAMA CITY","3.5","12",65.00,"2","1","008","E","#5","2",3400.00,"1","Y","SOUTH LADDER","1","","2","AZXX","020044","030","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,60000.00,30000.00,"T103","",0.00,0.00,0.00,0.00,"T103","2","1","008",90000.00,,"12C005",0.00,"000000",0.00,"1","0","1","0","03","08","03","08","1","3",,"3",,"","",135.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"BAY","005","","","","N","OTH",,"CREW WAS DEPARTING YARD FROM TRACK 1 TO ROCK TENN. ENGINEERING FORCES NOTIFIED TRAIN CREW REAR CAR H","AD DERAILED. CREW STOPPED MOVEMENT.","","","","","","","","","","","","","","0",30.18,-85.64,"2","5","L","","","SYSTEM"
,"15","03","UP","0315PR018",,,"","","15","03","UP","0315PR018",,"","15","03","10",6.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"","NORTHLAKE","13.8","17",40.00,"3","1","000","E","","",68.00,"6","N","BOWL TRACK 25","1","","2","CN","405889","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,498.00,0.00,"S007","",0.00,0.00,0.00,0.00,"S007","2","1","010",57042.00,,"17C031",0.00,"000000",0.00,"0","0","0","0","","","","","1","4",,"1L",,"","",259.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","N","OTH",,"THE YPR24R-010 HUMPED IN SODA ASH LOADS BY 5 CUTS OF 2 IN ON TOP OF AN EMPTY 5 PACK IN BOWL TRACK 25","CAUSING CAR DTTX63271 TO BUCKLE OUTWARD TOWARDS TRACKS 24 AND 26, DERAILING 2 CARS ON ADJACENT TRAC","K.  THE 31-1 RETARDER WAS FOUND NOT TO BE WORKING PROPERLY.","","","","","","","","","","","","","0",41.89,-87.90,"2","5","","","","COOK"
,"15","03","UP","0315PR021",,,"","","15","03","UP","0315PR021",,"","15","03","18",1.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"","NORTHLAKE","12.9","17",45.00,"2","2","005","E","MPRP","3",6132.00,"1","Y","TRACK 104","1","","2","UP","076858","109","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,79.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,175084.00,100.00,"T101","",0.00,0.00,0.00,0.00,"T101","2","1","005",175184.00,,"17C031",0.00,"000000",0.00,"1","0","0","1","07","15","","","1","4",,"1L",,"","",198.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","N","OTH",,"THE MPRPB-18 WAS DEPARTING FROM TRACK 104 GOING THROUGH TRACK 104 MAIN POCKET WHEN IT DERAILED THE L","AST 5 CARS IN THE CONSIST.  THE CAUSE OF THE DERAILMENT WAS DETERMINED TO BE CROSS LEVEL OF TRACK.","","","","","","","","","","","","","","0",41.89,-87.88,"2","5","","","","PROVISO YARD"
,"15","03","BNSF","PR0315109",,,"","","15","03","BNSF","PR0315109",,"","15","03","11",12.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"","GOLDEN","","08",55.00,"2","1","002","E","RPWR","4",0.00,"7","Y","101","1","","2","AOK","113100","013","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8540.00,402500.00,"H307","H702",0.00,0.00,0.00,0.00,"H307","2","1","002",411040.00,,"08C059",0.00,"000000",0.00,"1","0","3","1","05","","05","","1","6",,"1L",,"","",161.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","059","00","00","","N","CWR",,"R-PWR4011-11 DERAILED 4 RAILCARS AND CAUSED TRACK DAMAGE WHILE SHOVING YARD TRACK 101 DUE TO FAILURE","TO PROTECT SHOVE MOVE. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",39.76,-105.21,"2","5","L","","","GOLDEN"
,"15","03","BNSF","PR0315112",,,"","","15","03","UP","0315DV020",,"","15","03","16",1.00,0.00,"AM","01",9.00,0.00,0.00,0.00,"","LARKSPUR","46.4","08",35.00,"4","1","020","E","HKCK","1",7777.00,"1","Y","MAIN 2 TRACK","3","0.00","1","GRW","004069","055","Y","GRW","004069","055","Y",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,23.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1500.00,0.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","3","020",68220.00,,"08C035",0.00,"000000",0.00,"1","0","1","0","07","","07","","1","6",,"1L",,"","",158.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"DOUGLAS","035","","","","N","CWR",,"H-KCKDEN1-12 DERAILED 1 RAILCAR AND CAUSED TRACK DAMAGE DUE TO FAILURE OF CAR JOURNAL ROLLER BEARING","DUE TO OVERHEATING. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",39.18,-104.85,"1","1","D","","","COLORADO SPRINGS"
,"15","03","BNSF","PR0315113",,,"","","15","03","BNSF","PR0315113",,"","15","03","22",9.00,35.00,"AM","01",0.00,0.00,0.00,0.00,"","HUDSON","497.8","08",58.00,"2","2","038","R","CBTM","4",17102.00,"1","Y","SINGLE MAIN TRACK","4","74.37","1","AMTX","010212","060","Y","AMTX","010212","060","Y",2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,2095828.00,308190.00,"E62C","",0.00,0.00,0.00,0.00,"E62C","1","4","038",2404018.00,,"08C123",0.00,"000000",0.00,"1","0","1","0","07","","07","","1","6",,"1L",,"","",93.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"WELD","123","00","00","","N","CWR",,"C-BTMAMH0-26 DERAILED 31 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO BROKEN PLATE CAR.","","","","","","","","","","","","","","","0",40.16,-104.41,"1","1","Q","","","BRUSH"
,"15","03","WC","844977",,,"","","15","03","WC","844977",,"","15","03","27",12.00,30.00,"PM","01",26.00,0.00,0.00,0.00,"","GARY","46.40","18",35.00,"2","2","003","E","A491","4",5478.00,"1","Y","TRACK KS06","1","","2","HWCX","007350","037","N","","","000","",1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,66.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,6520.00,45000.00,"H704","",0.00,0.00,0.00,0.00,"H704","2","1","003",51520.00,,"18C089",0.00,"000000",0.00,"1","0","1","1","01","49","01","49","1","4",,"3L",,"","",281.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"LAKE","089","00","00","","N","OTH",,"A49191-27 WAS SHOVING INTO THE SOUTH YARD WITH A UTILITY MAN PROTECTING THE POINT. THE POWER SWITCH","WAS LINED AGAINST THEIR MOVEMENT AND THE TRAIN RAN THROUGH THE SWITCH. WHEN THEY DEPARTED, THEY PULL","ED THROUGH THE PREVIOUSLY RUN THROUGH SWITCH DERAILING HWCX 7350 AND CBFX 306249.","","","","","","","","","","","","","0",41.62,-87.38,"2","5","","","","MATTESON"
,"15","03","YVRR","03242015",,,"","","15","03","YVRR","03242015",,"","15","03","24",4.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"","ELKIN","K74.3","37",65.00,"2","1","020","E","YV2","3",1827.00,"1","Y","MAIN LINE MP 74.3","2","1.7","1","NS","198534","009","Y","NS","198534","009","Y",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,40000.00,18862.00,"E49C","E4BC",0.00,0.00,0.00,0.00,"E49C","1","2","020",58862.00,,"37C171",0.00,"000000",0.00,"1","0","2","0","06","30","06","30","1","3",,"3L",,"","",401.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"SURRY","171","00","00","","N","CWR",,"WHILE HEADING EAST ON MAIN LINE AT MP K 74.3 CHIP CAR NS 198543 STARTED A DERAILMENT DUE TO BENT CEN","TER PIN ON B END. CENTER PIN WAS BENT CAUSING TRUCK NOT TO TURN FREE IN CURVE. DERAILMENT WAS ON INS","IDE OF CURVE ALLOWING 6 CARS TO DERAIL. THE DERAILMENT TOOK OUT ABOUT 300 TRACK FEET OF TRACK. DERAI","LED WERE SOU 134656 NS 198534 (ROLLED OVER) NOKL 488064 RGCX1223 CRDX 20606 RGCX 1225 (ALL UP RIGHT)",".","","","","","","","","","","","0",36.27,-80.75,"2","2","H","N","L","SYSTEM"
